,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
23306,37.90604,-122.54498,pKaqYTrC5hGELwvRy13KCQ,Mill Valley planned power outage and helicopter work in Cascade Canyon,2016-12-14 20:17:48,Other,moderate,"(37.906040000000004, -122.54498000000001)",4,San Francisco,1.0
23308,46.60207,-120.5059,2Lo8ZDrC5hGiNQvRy13KCQ,"1 dead, 2 injured in Yakima apartment fire",2016-12-14 20:17:52,Natural Disaster,medium,"(46.602069999999998, -120.5059)",9,Seattle,1.0
23368,28.65195,77.23149,7h05_EDC5hGvJdUN+RcZ4Q,"Delhi: 61 trains delayed, 13 cancelled due to dense fog",2016-12-14 21:05:04,Infrastructure,moderate,"(28.651949999999999, 77.231490000000008)",4,Delhi,1.0
23383,48.85341,2.3488,TuWUCkHC5hGx5dYN+RcZ4Q,Greenpeace protesters block HQ of French nuclear operator,2016-12-14 21:05:28,Geopolitical,moderate,"(48.853409999999997, 2.3488000000000002)",4,Paris,1.0
23397,39.76,-98.5,FsBIYEnC5hGWjgrRy13KCQ,Israeli Cybersecurity Startup Morphisec Expands Operations to U.S. with Boston Office,2016-12-14 22:05:08,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23411,48.85341,2.3488,CrXw5kDC5hG5jNYN+RcZ4Q,Greenpeace protesters block HQ of French nuclear operator,2016-12-14 21:04:28,Geopolitical,moderate,"(48.853409999999997, 2.3488000000000002)",4,Paris,1.0
23421,36.20124,37.16117,fLUHX0nC5hGyMNcN+RcZ4Q,Assad resumes punishment in rebels' tiny patch of Aleppo,2016-12-14 22:05:06,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23456,35.0,105.0,dhu_4UDC5hGBu9YN+RcZ4Q,China says damage to one China principle would impact peace,2016-12-14 21:04:20,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
23459,28.65195,77.23149,xJyl5UDC5hGGsQnRy13KCQ,"61 trains delayed, 21 cancelled due to fog",2016-12-14 21:04:26,Infrastructure,moderate,"(28.651949999999999, 77.231490000000008)",4,Delhi,1.0
23467,35.0,105.0,BOMcOEHC5hGULNcN+RcZ4Q,China says damage to ‘one China’ principle threatens peace,2016-12-14 21:06:45,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
23469,35.0,105.0,jpSgQUHC5hGibdcN+RcZ4Q,"5 dead, 4 injured in east China plant fire",2016-12-14 21:07:01,Natural Disaster,moderate,"(35.0, 105.0)",4,Tianshui,1.0
23480,36.20124,37.16117,8ETOPUHC5hGgogrRy13KCQ,Syria rebels to leave Aleppo under evacuation deal,2016-12-14 21:06:54,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23481,38.12005,-86.91416,zDtTQEHC5hGFVgrRy13KCQ,Underpass at Calgary's 8 Street SW reopens with upgrades,2016-12-14 21:06:58,Physical Threats,moderate,"(38.120049999999999, -86.914159999999995)",4,Indianapolis,1.0
23483,28.65136,77.19072,WoKwVEHC5hGmXgrRy13KCQ,Delhi: Over Rs 3 crores in old notes seized during raid on hotel,2016-12-14 21:07:33,Crime,moderate,"(28.651359999999997, 77.190719999999999)",4,Karol Bāgh,1.0
23489,39.76,-98.5,orrFh0HC5hGcbQrRy13KCQ,US military grounds Osprey planes in Japan after crash,2016-12-14 21:08:58,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23493,28.65195,77.23149,TsLPFUHC5hGPVwjRy13KCQ,Over Rs 3 crore in old notes seized from Delhi hotel after IT raid,2016-12-14 21:05:47,Other,moderate,"(28.651949999999999, 77.231490000000008)",4,Delhi,1.0
23498,33.83333,75.16667,qtQZP0HC5hGvBtQN+RcZ4Q,Protest In Kashmir After Militant’s Death,2016-12-14 21:06:56,Other,medium,"(33.833329999999997, 75.166669999999996)",9,Srinagar,1.0
23499,39.76,-98.5,PLPmQkHC5hGcqgjRy13KCQ,United States grounds Osprey aircraft in Japan after Okinawa crash,2016-12-14 21:07:03,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23500,36.20124,37.16117,_rv9R0HC5hG+AgjRy13KCQ,Take steps to de-escalate violence in Syria’s Aleppo: US President Barack Obama,2016-12-14 21:07:11,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
23502,39.76,-98.5,dvW_fkHC5hGIFwjRy13KCQ,Jacobson praises cross-border transportation corridor in Nogales speech,2016-12-14 21:08:43,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23513,52.16045,-0.70312,dDv4OUHC5hGvAAnRy13KCQ,England and Nike strike £400m kit deal,2016-12-14 21:06:48,Geopolitical,moderate,"(52.160449999999997, -0.70311999999999997)",4,Leicester,1.0
23529,46.0,2.0,roZxXkHC5hGNqNUN+RcZ4Q,French Parliament Votes to Extend State of Emergency Until July 2017,2016-12-14 21:07:49,Physical Threats,medium,"(46.0, 2.0)",9,Lyon,1.0
23530,36.20124,37.16117,DmoEZUHC5hGKkNUN+RcZ4Q,Deadly clashes hit Aleppo as evacuation deal on hold,2016-12-14 21:08:00,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23535,39.76,-98.5,2t5020HC5hGMcNUN+RcZ4Q,"Trump’s national security adviser shared secrets without permission, files show",2016-12-14 21:11:19,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23542,36.20124,37.16117,dhqNPEHC5hG5fNYN+RcZ4Q,"'Get us out of here': desperate Aleppo residents fear arrest, death",2016-12-14 21:06:52,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23555,34.28671,74.47228,HksMgEHC5hGqHNYN+RcZ4Q,"J&K: Encounter in Bomai area of Sopore, search operations underway",2016-12-14 21:08:45,Geopolitical,medium,"(34.286709999999999, 74.472279999999998)",9,Srinagar,1.0
23559,35.0,105.0,bmwUiUHC5hGkqtYN+RcZ4Q,China military tells Myanmar to ensure border stability,2016-12-14 21:09:00,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
23565,36.20124,37.16117,CFZ+eEHC5hG7AAfRy13KCQ,Delays hit Aleppo evacuation following 'pro-regime militia disagreement',2016-12-14 21:08:33,Other,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23567,35.0,105.0,mgMxfEHC5hGKKQfRy13KCQ,Popular Chinese Muslim website down after posting letter critical of Xi,2016-12-14 21:08:39,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
23577,39.76,-98.5,4Ceei0HC5hGRvNcN+RcZ4Q,Jacobson praises cross-border transportation corridor in Nogales speech,2016-12-14 21:09:05,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23582,39.76,-98.5,2LlrrEHC5hGeYdcN+RcZ4Q,Sri Lanka: US-Lanka military relations in Yahapalanaya,2016-12-14 21:10:00,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23589,36.20124,37.16117,mJYF0EHC5hG2S9cN+RcZ4Q,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,2016-12-14 21:11:00,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23595,39.76,-98.5,6kLsmkHC5hG4jNYN+RcZ4Q,"Tillerson to Inherit ‘Politicized’ State Department, Middle East Crises",2016-12-14 21:09:30,Infrastructure,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23603,39.76,-98.5,9LojvkHC5hG_QNYN+RcZ4Q,"Reversing US-Cuba rapprochement would be harmful, Obama advisor warns",2016-12-14 21:10:30,Other,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
23604,36.20124,37.16117,oLzbxkHC5hG_i9YN+RcZ4Q,"Shelling briefly resumes in Syria's east Aleppo - rebels, witness",2016-12-14 21:10:44,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23607,34.28671,74.47228,VlXo7UHC5hGHitYN+RcZ4Q,J&K: One terrorist killed in Bijbehara encounter,2016-12-14 21:11:50,Physical Threats,extreme,"(34.286709999999999, 74.472279999999998)",25,Srinagar,1.0
23609,39.76,-98.5,QsydmUHC5hGd1QjRy13KCQ,Poland: US accelerates deployment of US deterrence troops; US says unit has started moving out of Colorado base,2016-12-14 21:09:28,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23612,33.91667,76.66667,KOFKsEHC5hGokwjRy13KCQ,"1 terrorist killed in Jammu and Kashmir’s Anantnag, encounter underway between security forces and terrorists in Sopore",2016-12-14 21:10:06,Physical Threats,high,"(33.916670000000003, 76.666669999999996)",16,Srinagar,1.0
23613,36.20124,37.16117,IK7st0HC5hGs4QjRy13KCQ,Protests held worldwide in solidarity with Aleppo,2016-12-14 21:10:19,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23614,36.20124,37.16117,JExhukHC5hGCOwjRy13KCQ,"Syria: Aleppo residents, rebels fighters to evacuate under ceasefire deal",2016-12-14 21:10:23,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23615,46.0,2.0,snNEzEHC5hGYzQjRy13KCQ,France moves towards state of emergency till July 2017,2016-12-14 21:10:53,Physical Threats,medium,"(46.0, 2.0)",9,Lyon,1.0
23616,36.20124,37.16117,YAzJzkHC5hGwTgjRy13KCQ,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,2016-12-14 21:10:57,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23628,39.76,-98.5,QqjavEHC5hGdtgrRy13KCQ,"Reversing US-Cuba rapprochement would be harmful, Obama advisor warns",2016-12-14 21:10:27,Other,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
23630,36.20124,37.16117,yMmQ10HC5hGhVwrRy13KCQ,Deadly clashes hit Aleppo as evacuation deal on hold,2016-12-14 21:11:12,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23632,36.20124,37.16117,Eqa63EHC5hGtyArRy13KCQ,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,2016-12-14 21:11:21,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23642,9.05785,7.49508,oG7u8kHC5hGIEQnRy13KCQ,"EFCC Seizes 12 Properties From Ex-Minister, Bala Mohammed And His Son… Fleet Of Cars, Houses And More!",2016-12-14 21:11:58,Crime,moderate,"(9.0578500000000002, 7.4950800000000006)",4,Abuja,1.0
23674,36.20124,37.16117,tKvVdknC5hGgNNQN+RcZ4Q,"Aleppo battle: Rebels await evacuation, as fighting ends",2016-12-14 22:05:46,Crime,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23682,39.76,-98.5,qk8Ti0nC5hGendUN+RcZ4Q,"US conduct more airstrikes in East of Afghanistan, 12 ISIS militants killed",2016-12-14 22:06:20,Geopolitical,extreme,"(39.759999999999998, -98.5)",25,Wichita,1.0
23689,12.67,79.99,yCA4mknC5hG3mNUN+RcZ4Q,"Cyclone Vardah: Tamil Nadu CM O Panneerselvam asks for Rs 1,000 crore for relief from Centre",2016-12-14 22:06:45,Other,moderate,"(12.67, 79.989999999999995)",4,Ambattūr,1.0
23690,39.76,-98.5,gPTRnEnC5hG7XdUN+RcZ4Q,The Year in Faux Protests,2016-12-14 22:06:50,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23737,34.28671,74.47228,pPO+pUnC5hGr4AfRy13KCQ,"J&K encounters: Militant killed in Anantnag, Army launches search operations in Sopore",2016-12-14 22:07:05,Geopolitical,high,"(34.286709999999999, 74.472279999999998)",16,Srinagar,1.0
23748,51.5,10.5,mum71kjC5hGuYQnRy13KCQ,Germany deports 50 rejected Afghan asylum seekers,2016-12-14 22:01:17,Other,moderate,"(51.5, 10.5)",4,Hannover,1.0
23752,36.20124,37.16117,+rtCSknC5hG_ltcN+RcZ4Q,Syria rebels and civilians 'obstructed' by pro-Assad Shiite militias from leaving Aleppo,2016-12-14 22:04:31,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
23760,37.69224,-97.33754,tCwkV0nC5hGhfNcN+RcZ4Q,Man accused in Somali bomb plot case seeks mental evaluation,2016-12-14 22:04:53,Physical Threats,moderate,"(37.692240000000005, -97.337540000000004)",4,Wichita,1.0
23762,36.20124,37.16117,dIz0Q0nC5hGDYAnRy13KCQ,"Syrian Observatory: Aleppo evacuation delayed, not clear why",2016-12-14 22:04:20,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23801,46.0,2.0,DnDcQFrC5hGvLNYN+RcZ4Q,French lower house of parliament votes to extend state of emergency,2016-12-15 00:05:57,Natural Disaster,medium,"(46.0, 2.0)",9,Lyon,1.0
23802,9.05785,7.49508,Xo1SRFrC5hGvLNYN+RcZ4Q,"BREAKING: Super Falcons storm NASS, protest non-payment of allowances",2016-12-15 00:06:03,Other,medium,"(9.0578500000000002, 7.4950800000000006)",9,Abuja,1.0
23840,13.5,-15.5,vLS2z0nC5hGdXQrRy13KCQ,Gambia: UN chief 'dismayed' at military takeover of electoral commission,2016-12-14 22:08:15,Geopolitical,moderate,"(13.5, -15.5)",4,Touba,1.0
23843,39.76,-98.5,mj451knC5hGGegrRy13KCQ,Indian-origin student charged with cyber-attacks in US,2016-12-14 22:08:26,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23844,39.76,-98.5,0B_F2EnC5hGJIArRy13KCQ,"Hindus are the most educated group in the US, least educated worldwide",2016-12-14 22:08:30,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23866,33.87405,74.89955,8iZsn0nC5hG41dYN+RcZ4Q,J-K govt aid for Burhan's kin will generate more sympathisers in Valley: Defence expert,2016-12-14 22:06:54,Physical Threats,moderate,"(33.874049999999997, 74.899550000000005)",4,Srinagar,1.0
23880,24.0,121.0,5rJTeUnC5hGd59QN+RcZ4Q,Independence is a ‘dead end’: China warns Taiwan after Donald Trump call,2016-12-14 22:05:50,Other,moderate,"(24.0, 121.0)",4,Taichung,1.0
23902,39.76,-98.5,jvB2xUnC5hGAqQnRy13KCQ,Indian-origin student charged with cyber-attacks in US,2016-12-14 22:07:58,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23911,27.70516,68.85738,2AyR70nC5hGBawnRy13KCQ,Sukkur: Four injured in bomb blast near Chinese engineers’ vehicle,2016-12-14 22:09:08,Physical Threats,high,"(27.705159999999999, 68.857380000000006)",16,Sukkur,1.0
23915,41.77677,-72.60453,rpdHyUnC5hGxrNUN+RcZ4Q,Shotgun gang threaten Kirkdale nan and grandaughter in 'cowardly' home raid,2016-12-14 22:08:04,Other,moderate,"(41.776769999999999, -72.604530000000011)",4,South Boston,1.0
23918,39.76,-98.5,skQS2knC5hGAntUN+RcZ4Q,2 suspects sought; 1 in custody after attempt to burn 2 patrol cars,2016-12-14 22:08:32,Crime,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23949,39.76,-98.5,wIbr3UnC5hGk3wrRy13KCQ,2 suspects sought; 1 in custody after attempt to burn 2 patrol cars,2016-12-14 22:08:39,Crime,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
23951,36.20124,37.16117,RE5KBkrC5hG0hwrRy13KCQ,Deadly clashes hit Aleppo as evacuation deal on hold,2016-12-14 22:09:47,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
23959,36.20124,37.16117,SFRhU0rC5hGjDwrRy13KCQ,Syrian children killed in gas attack,2016-12-14 22:11:56,Physical Threats,high,"(36.201240000000006, 37.161169999999998)",16,Aleppo,1.0
23970,-33.86785,151.20732,CA6NNUrC5hG+XdcN+RcZ4Q,New office tower planned in $1billion Darling Harbour revamp,2016-12-14 22:11:06,Geopolitical,moderate,"(-33.867849999999997, 151.20731999999998)",4,Sydney,1.0
23971,-33.86785,151.20732,GJYkOErC5hGKTtcN+RcZ4Q,New office tower planned in $1billion Darling Harbour revamp,2016-12-14 22:11:10,Geopolitical,moderate,"(-33.867849999999997, 151.20731999999998)",4,Sydney,1.0
23979,0.66174,30.2748,2ArWTErC5hGz0NcN+RcZ4Q,Uganda: Talks With Militia to Stop Attacks Failed - Leaders,2016-12-14 22:11:45,Geopolitical,medium,"(0.66173999999999999, 30.274799999999999)",9,Kampala,1.0
23982,36.20124,37.16117,JMexVErC5hGz_tcN+RcZ4Q,"Aleppo cease-fire founders, threatening evacuation plans",2016-12-14 22:11:58,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
23984,7.07306,125.61278,omevFUrC5hGynAfRy13KCQ,Philippines’ Duterte says he personally killed people,2016-12-14 22:10:12,Other,moderate,"(7.0730600000000008, 125.61278)",4,Davao,1.0
23988,36.20124,37.16117,+gVUL0rC5hGnEAfRy13KCQ,"Despite truce deal, pro-Assad militia disrupting Aleppo evacuation, rebels say",2016-12-14 22:10:55,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
24004,-33.86785,151.20732,9kXeNkrC5hG+BgnRy13KCQ,New office tower planned in $1billion Darling Harbour revamp,2016-12-14 22:11:08,Geopolitical,moderate,"(-33.867849999999997, 151.20731999999998)",4,Sydney,1.0
24005,-33.86785,151.20732,JNR0OUrC5hGtgQnRy13KCQ,New office tower planned in $1billion Darling Harbour revamp,2016-12-14 22:11:12,Geopolitical,moderate,"(-33.867849999999997, 151.20731999999998)",4,Sydney,1.0
24015,-33.85249,151.21046,SlFHCkrC5hGUytYN+RcZ4Q,Sydney Harbour Bridge traffic at a standstill following truck crash,2016-12-14 22:09:53,Infrastructure,moderate,"(-33.852490000000003, 151.21046000000001)",4,Sydney,1.0
24026,11.08313,13.69595,hKLKKErC5hGqcNYN+RcZ4Q,Boko Haram: Aisha Buhari donates relief materials to 300 women,2016-12-14 22:10:44,Physical Threats,moderate,"(11.083130000000001, 13.69595)",4,Maroua,1.0
24028,38.8943,-77.03949,Op22LErC5hGdV9YN+RcZ4Q,"Suspicious vehicle prompts road closure in Washington, DC",2016-12-14 00:00:00,riskline_7,moderate,"(38.894300000000001, -77.039490000000001)",4,"Washington, D.C.",1.0
24031,36.20124,37.16117,1E0VM0rC5hGWUdYN+RcZ4Q,Syrian army ‘EXECUTING’ terrified Aleppo citizens and 'leave their corpses in the streets',2016-12-14 22:11:02,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
24072,38.8943,-77.03949,zk5xcFHC5hGJvAnRy13KCQ,"Police reopen 17th Street in Washington, DC - Update",2016-12-14 00:00:00,riskline_7,low,"(38.894300000000001, -77.039490000000001)",1,"Washington, D.C.",1.0
24074,36.20124,37.16117,SAO3plHC5hGBKQnRy13KCQ,WATCH: Residents of Syria's Aleppo share tormented goodbyes online,2016-12-14 23:04:22,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
24075,35.8427,-86.41674,LveJqVHC5hG1hQnRy13KCQ,Hazmat situation causes evacuations in Rutherford Co.,2016-12-14 23:04:27,Public Health,moderate,"(35.842700000000001, -86.416740000000004)",4,Nashville,1.0
24080,13.5,-15.5,MPf09VHC5hGrvgnRy13KCQ,West African leaders fail to reach deal with Gambia's Jammeh,2016-12-14 23:06:35,Other,moderate,"(13.5, -15.5)",4,Touba,1.0
24097,36.20124,37.16117,JucaslLC5hGyOgnRy13KCQ,Aleppo: Ceasefire collapses as evacuation of civilians delayed,2016-12-14 23:11:51,Other,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
24136,36.20124,37.16117,OI1XuVHC5hGu7AjRy13KCQ,The Latest: Syrian activists: Jets resume bombing of Aleppo,2016-12-14 23:04:53,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
24157,36.20124,37.16117,TkjFwFHC5hGZkAjRy13KCQ,People burning personal possessions ahead of Aleppo evacuation-witness,2016-12-14 23:05:06,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
24167,36.20124,37.16117,iIOHZVLC5hG07wfRy13KCQ,The Latest: Kuwaitis Protest Aleppo Outside Russian Embassy,2016-12-14 23:09:42,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
24170,36.20124,37.16117,yKXSRlrC5hGGbtcN+RcZ4Q,Evacuation of rebel-held Aleppo delayed,2016-12-15 00:06:07,Other,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
24190,36.20124,37.16117,6DT5pVLC5hGC89cN+RcZ4Q,Renewed rebel shelling kills 7 in Aleppo,2016-12-14 23:11:30,Crime,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
24197,-29.0,24.0,zlSmVFrC5hGUigrRy13KCQ,Protest in Durban over nuclear deal,2016-12-15 00:06:30,Public Health,moderate,"(-29.0, 24.0)",4,Bloemfontein,1.0
24210,34.39256,-100.89764,KpMx4lHC5hG119UN+RcZ4Q,People burning personal possessions ahead of Aleppo evacuation - witness,2016-12-14 23:06:02,Infrastructure,medium,"(34.392559999999996, -100.89764)",9,Oklahoma City,1.0
24211,-42.0,174.0,Iq635FHC5hGli9UN+RcZ4Q,Demonetisation: Delhi Police recovers Rs 3.25 crore in old notes from hotel raid,2016-12-14 23:06:06,Other,moderate,"(-42.0, 174.0)",4,Wellington,1.0
24219,33.83333,75.16667,DC1qD1LC5hGtp9UN+RcZ4Q,Kashmir: Militant killed in encounter in Anantnag district,2016-12-14 23:07:18,Physical Threats,high,"(33.833329999999997, 75.166669999999996)",16,Srinagar,1.0
24233,35.0,105.0,zID4MFLC5hGWmwjRy13KCQ,Anger erupts over twice-delayed China Southern flight,2016-12-14 23:08:14,Other,moderate,"(35.0, 105.0)",4,Tianshui,1.0
24243,35.0,38.0,_KJxGlLC5hGD+tcN+RcZ4Q,Iraqi Shi’ite militia to clear border strip with Syria from ISIS,2016-12-14 23:07:36,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
24260,34.39256,-100.89764,iNzZClLC5hGETgrRy13KCQ,People burning personal possessions ahead of Aleppo evacuation: witness,2016-12-14 23:07:10,Infrastructure,moderate,"(34.392559999999996, -100.89764)",4,Oklahoma City,1.0
24265,35.0,105.0,jJIbGVLC5hGyWArRy13KCQ,Chinese police release footage of live-streaming ‘hosts’ damaging squad cars,2016-12-14 23:07:34,Infrastructure,moderate,"(35.0, 105.0)",4,Tianshui,1.0
24267,35.0,38.0,AnhwHVLC5hGLSgrRy13KCQ,Fears of chemical arms use against IS-held area in Syria,2016-12-14 23:07:41,Public Health,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
24274,34.08565,74.80555,JDMTPlLC5hGvfwrRy13KCQ,Kashmir: Pro Freedom camp issues protest calendar till 31st December,2016-12-14 23:08:36,Geopolitical,moderate,"(34.085650000000001, 74.805549999999997)",4,Srinagar,1.0
24283,36.20124,37.16117,oFPMtVLC5hGtZtYN+RcZ4Q,The Latest: Iran proclaims victory in Syria's Aleppo,2016-12-14 23:11:57,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
24298,33.91667,76.66667,thfbQFLC5hGRXgnRy13KCQ,"Armed and dangerous, Lashkar’s J-K chief is on the loose",2016-12-14 23:08:41,Physical Threats,medium,"(33.916670000000003, 76.666669999999996)",9,Srinagar,1.0
