,title,critical,predicted
2674,Kerry Blames 'Massacre' in Aleppo on Assad's Government,1.0,1
2676,Russia always ready to begin improving relations with US ― senior diplomat,1.0,1
2678,Kremlin denies Putin was involved in DNC hacks,1.0,0
2680,May  uses summit to urge action over rights of UK  citizens in EU,0.0,1
2699,The president of the Philippines boasts about personally killing drug suspects,1.0,0
2706,PM pledges another £20m in aid for Syria,1.0,1
2707,"(Yearender) Amid growing N.K. threat, S. Korea bolsters security ties with U.S., Japan",0.0,1
2712,EU to make new diplomatic push for aid to reach devastated Syrian city of Aleppo,1.0,1
2713,Hoverboard Snow Plow,1.0,0
2715,China’s Liaoning aircraft carrier conducts first ever live-fire drill as Beijing shows off military might,1.0,1
2717,Philippines says won't protest China actions in Spratly Islands,1.0,1
2719,China says justice ministry official probed for suspected graft,1.0,1
2720,Chinese researchers find Zika antibodies,0.0,1
2721,China to continue high seas air drill: spokesman,1.0,0
2724,Obama Advisor Refuses to Discuss Claims on Russia's Involvement in Election Hack,1.0,1
2725,17 people transferred to judiciary over colliery blast,1.0,0
2726,China says justice ministry official probed for suspected graft,1.0,1
2729,China fires variety of missiles in maritime military drills,1.0,1
2736,PBOC intervenes to ease strain on liquidity,1.0,0
2737,Santa surprises an Edmonton inner city school,0.0,1
2739,Suicide Deaths Increase by 30% in US State Prisons - Justice Dept.,1.0,0
2740,"India in comfort zone despite US Fed rate hike, says CEA Arvind Subhramanian",0.0,1
2741,Putin calls for Syria ceasefire as Aleppo evacuations continue,1.0,1
2742,Kerry accuses Assad government of ‘massacre’ in Aleppo,1.0,1
2743,EU to use all diplomatic channels to press for aid to Aleppo,1.0,1
2745,Third Alleged Hacker Arrested in Chase Breach,1.0,0
2746,Explosion heard in Aleppo close to where civilians are being evacuated,1.0,1
2747,Russia’s UK ambassador: ‘I asked MPs how they will fight terrorists in Syria. I got no answer’,0.0,1
2750,President Obama issues disaster declaration after Sevier County wildfires,0.0,1
2754,US County Sherriff Claims Obama Online Birth Certificate ‘Forgery’,1.0,1
2756,Aleppo evacuation suspended: Syria security source,1.0,1
2757,Aleppo evacuation suspended: Syria security source,1.0,1
2758,Aleppo evacuation suspended: Syria security source,1.0,1
2759,"Finally, evacuation begins in Aleppo",1.0,1
2760,Aleppo evacuation suspended: Syria security source,0.0,1
2762,John Kerry accuses Syria government of ‘massacre’ in Aleppo,1.0,1
2763,"Thousands of Syrians have been evacuated from Aleppo, and thousands more are waiting",1.0,1
2764,"Ambode, others feel city’s heartbeat in new musical",0.0,1
2765,Obama says 'will take action' against Russia for interfering in US election,1.0,1
2766,Latest Yahoo hack tanks stock amid Verizon merger worries,0.0,1
2767,Facebook to red-flag fake news with help of its users and third-party fact-checkers,1.0,1
2768,President Obama vows to take action against alleged Russian hacking of election,0.0,1
2769,"US defers Philippine aid decision, criticizes Duterte boasts",1.0,1
2770,Harrowing moment sobbing children flee for their lives from their ambulance as it comes under sniper fire during Aleppo evacuation,1.0,1
2771,Aleppo evacuation suspended: Syria security source,1.0,1
2774,"U.S. Dollar Hits 14-Year High Against Euro, Puts Pressure On Emerging Markets",1.0,1
2775,"2 people injured after 2-car crash in McCracken Co., KY",0.0,1
2777,Obama Warns U.S. Will Respond To Alleged Russian Meddling In Election,1.0,1
2778,Russian hackers hit Pentagon email system in 2015 - CBS,1.0,1
2779,"Dutch Prime Minister Points to Russian, Iranian Importance on Aleppo Issue",1.0,1
2781,Pakistan ‘Willing’ to Discuss Freedom for Doctor Who Helped Find Bin Laden,1.0,1
2785,Obama Declares Major Disaster in Tennessee for Wildfire Recovery Aid,0.0,1
2786,Russian hackers reportedly hit Pentagon email system in 2015,1.0,1
2787,Russian hackers hit Pentagon email system in 2015: CBS,1.0,1
2789,Orphaned Children in Aleppo Plead for Evacuation in New Video,1.0,1
2791,US Navy Awards $125Mln to Modernize Aegis Missile Ships,1.0,1
2793,Boeing to Develop High Energy Laser Technologies for US Air Force,1.0,0
2794,Philippines President Duterte should be impeached after confessing he killed suspects – senators,1.0,0
2797,US will retaliate against Russian hacking: Obama,1.0,1
2798,"Election hacking by Russia seen a major threat in US, Europe (VIDEO)",1.0,1
2799,Obama vows retaliation for suspected Russian hacking,1.0,1
2801,Birmingham prison on lockdown amid reports of inmates rioting and ‘threatening officers with syringes;,0.0,1
2802,"Asia markets mixed, dollar near 14-year high, yuan set weaker",1.0,1
2803,"Kansas City, KS hotel on lockdown after shots fired at police",1.0,1
2804,Driver collides with cow on US 50 in central Nevada and the driver dies,1.0,0
2805,Eight injured in LaPorte multi-car crash,1.0,0
2806,The Philippines wants US aid without any conditions,1.0,0
2812,Girl raped in moving car in Delhi’s Moti Bagh area; accused arrested,0.0,1
2813,Girl raped in moving car in Delhi’s Moti Bagh area; accused arrested,0.0,1
2814,Butt seeks international return after twin hundreds,1.0,0
2817,"Delhi: Girl raped in moving car bearing MHA sticker in Moti Bagh, accused arrested",0.0,1
2825,Syria opposition coordinator says to join Putin's peace talks if genuine,0.0,1
2830,"No country is exempt from one-China principle, says Beijing",1.0,1
2831,"China holds first live-fire drills with aircraft carrier, warships",1.0,1
2832,"China holds first live-fire drills with aircraft carrier, warships",1.0,1
2836,"Girl raped in moving car in South Delhi’s Moti Bagh, accused arrested",0.0,1
2843,Armed Chinese ship seizes US Seaglider in South China Sea,1.0,1
2844,US Experts Call for Secondary Sanctions Against N. Korea,0.0,1
2845,Chinese Navy seizes American underwater drone in South China Sea,1.0,1
2846,American Capital Senior Floating Ltd. (acsf) to Issue Dividend of $0.10 on January 5th,1.0,1
2847,South Korea's presidential office denies access to investigators,1.0,0
2848,3 Reasons TripAdvisor Could Grow Through Its Transition,1.0,0
2849,"China holds first live-fire drills with aircraft carrier, warships",1.0,1
2850,ISA warning residents of fraud phone campaign,0.0,1
2851,DR Congo: Profiles of Individuals Sanctioned by the EU and US,1.0,0
2852,China police confirm detention of human rights lawyer Jiang Tianyong,1.0,1
2853,Will Trump’s gestures to Taiwan ramp up military tensions with China? A defense analyst’s assessment,0.0,1
2854,Obama warns Russia of retaliation over hacking in elections,1.0,1
2857,Obama vows retaliation for suspected Russian hacking,1.0,1
2859,Cuisinart recalls blades in eight million food processors in US,1.0,0
2864,Over 200 school shootings in US since Sandy Hook massacre,1.0,0
2868,Russian-Speaking Hacker Breached America's Voting Machine Certification Agency,1.0,1
2869,Russian Hacking Conspiracy Theory Implodes,0.0,1
2870,"China boasts its war prowess, conducts live-fire exercises with aircraft carrier and battleships",0.0,1
2876,"China holds first live-fire drills with aircraft carrier, warships",0.0,1
2877,"UAE,USA land forces conclude joint military exercise",1.0,1
2878,"China holds first live-fire drills with aircraft carrier, warships",0.0,1
2879,12 Burkina Faso soldiers killed in militant attack,0.0,1
2881,Car bombing reported in Kayseri province,1.0,1
2882,Fatalities reported after car bombing in Kayseri province - Update,1.0,1
2883,Mob attempts to storm HDP offices following deadly car bombing in Kayseri - Update,1.0,1
2904,"US Drops Bold Warning From Anti-Smoking Pills Chantix, Zyban",1.0,1
2905,SC makes public report of Quetta hospital suicide attack,1.0,0
2907,"Woman raped in Delhi&#039;s Moti Bagh area after being offered lift to Noida, accused arrested",0.0,1
2913,Pakistan govt. failed against militants: Court,1.0,0
2914,Will soon name new Army and IAF chiefs: Parrikar,1.0,0
2916,"Nation, armed forces duty bound to remember APS martyrs: Gen Bajwa",1.0,0
2921,Rich nations urged to resettle more Syrian refugees,0.0,1
2924,Syrian Groups: Russia Involved In 'War Crimes' In Syria,0.0,1
2928,Civilians Still Trapped as Aleppo Evacuation Stalls,1.0,1
2930,"Aleppo evacuations gather pace as rebels, civilians leave: monitors, rebel official",1.0,1
2931,"Close to 8,000 civilians evacuated from Aleppo: Turkish official",1.0,1
2932,"Syrian TV, Rebels Trade Blame Amid Halted Aleppo Evacuation",1.0,1
2933,"50,000 people, majority civilians, still trapped in eastern Aleppo: UN envoy",1.0,1
2934,"Syria suspends Aleppo evacuations, blaming rebels",1.0,1
2936,Evacuation operation in eastern Aleppo suspended,0.0,1
2937,Aleppo evacuation suspended after convoy attacked by Iran-backed militias,1.0,1
2938,Thousands more Syrians to leave rebel enclave in Aleppo,1.0,1
2939,Thousands more Syrians to leave rebel enclave in Aleppo,1.0,1
2940,Thousands more Syrians to leave rebel enclave in Aleppo,1.0,1
2941,Saenuri leaders step down amid factional feud,0.0,1
2942,Thousands more Syrians to leave rebel enclave in Aleppo,1.0,1
2944,Evacuations Continue From Eastern Aleppo As Truce Holds,1.0,1
2945,"Russia 'complicit in war crimes,' Syrian organizations tell UN",0.0,1
2946,The Latest: France calls emergency UN session on Aleppo,1.0,1
2947,"Siege on HKU governing council meeting was ‘a riot’, chairman Arthur Li tells court",0.0,1
2948,Obama warns Russia of retaliation over hacking in US elections,1.0,1
2949,"For Syrian refugees who supported the opposition, Assad's victory in Aleppo has dashed hopes of ever going home",1.0,1
2951,Putin plans 'national ceasefire' in Syria as Aleppo evacuations gather pace,1.0,1
2952,Aleppo evacuations gain pace as ceasefire holds,1.0,1
2953,Aleppo evacuations halted after rebels open fire on  convoy,1.0,1
2954,Aleppo evacuation suspended amid dispute over villages,1.0,1
2955,The Latest: UN official: Talks to restart Aleppo evacuations,1.0,1
2956,The Latest: UN official: Talks to restart Aleppo evacuations,1.0,1
2957,Evacuations 'ongoing' as Syrian ceasefire holds,1.0,1
2958,"Aleppo evacuations halted, conflicting reports over sticking point",1.0,1
2959,Hackers Stole Data from More than 1 Billion Yahoo User Accounts in 2013,1.0,0
2960,12-year-old suspected of nail bombing attempt at Christmas market in Germany,0.0,1
2961,"Aleppo evacuations gain pace as civilians, rebels leave opposition-held areas",1.0,1
2962,"Syria&#039;s Aleppo acquires pace on evacuation as rebels, civilians leave: Monitors, rebel official",1.0,1
2964,Turkey arrests Dogan executive in Gulen-linked probe: state media,1.0,1
2965,Urgent need for global convention on terrorism: India,0.0,1
2970,Evacuation of rebel Aleppo enters second day,1.0,1
2971,"Over 7,000 Civilians Evacuated From E Aleppo in Syria - Turkish Foreign Minister",0.0,1
2972,"Private cars leaving Aleppo along with bus convoys - monitors, rebel official",1.0,1
2975,China Takes Underwater Drone from Military Sealift Command Ship ‘Bowditch’ in South China Sea,1.0,1
2976,"‘We need to take action’, Obama says regarding Russian hacking in US presidential election",1.0,1
2977,"Aleppo evacuations gain pace as rebels, civilians leave - monitors, rebel official",1.0,1
2978,White House Claims Putin Directed US Election Hack,1.0,1
2981,The Latest: Turkey helps Aleppo residents in border area - Northern Michigan's News Leader,1.0,1
2983,Urgent need for global convention on terrorism: India,0.0,1
2987,Burkina Faso militant attack: Twelve soldiers killed,0.0,1
2988,DoD Official: Chinese Navy Stole U.S. Underwater Drone,0.0,1
2989,"Aleppo evacuations gain pace as rebels, civilians leave – monitors, rebel official",1.0,1
2990,Aleppo evacuations have ground to a halt as bomb blasts are heard near the buses,1.0,1
2991,Aleppo evacuation halted without explanation: WHO,1.0,1
2996,Aleppo evacuation suspended: Syria security source,1.0,1
3000,"Over 6,400 People Leave E Aleppo in First 24 Hours of Evacuation",1.0,1
3001,Aleppo evacuation suspended amid reports of gunfire,1.0,1
3002,China's Navy Seizes American Underwater Drone In South China Sea,1.0,1
3004,Aleppo evacuations suspended again over evacuation disagreements,1.0,1
3005,Philippines wants United States to provide aid without conditions,1.0,0
3006,"Report from Aleppo: 2,700 Children Evacuated, Many Still Trapped",1.0,1
3007,"Militants shell Ramouseh crossing, west of Aleppo",1.0,1
3008,Evacuation suspended in Aleppo due to truce breach,1.0,1
3010,Aleppo evacuation suspended: Syria security source,1.0,1
3012,"Syrian regime halts Aleppo evacuation, says rebels firing on convoys",1.0,1
3013,Turkey receives wounded civilians as evacuation from Aleppo continues,1.0,1
3014,Trump picks a supporter of West Bank settlements for ambassador to Israel,1.0,1
3015,"Wole Soyinka, internet trolls and the death of discourse",1.0,0
3016,Civilian evacuation from Aleppo suspended after attack,1.0,1
3017,Civilian evacuation from Aleppo suspended after attack,1.0,1
3018,Aleppo: Rebels bussed out before evacuations suspended taken to 'killing zone',1.0,1
3019,Obama vows retaliation for suspected Russian hacking,1.0,1
3020,Turkey's refugee camp for Aleppo civilians gathers pace,1.0,1
3021,Muslim woman shoved to ground and dragged along pavement in 'sickening' attack in busy street,0.0,1
3022,"The UK has taken just 18% of its 'fair share' of Syrian refugees, report shows",0.0,1
3023,Turkish roads full of aid convoys for Syria,1.0,1
3025,Turkey calls Russia to continue its influence over Assad in Aleppo evacuations,0.0,1
3026,Syrian Army Repels Jaish Al-Fateh Terrorists’ Attack in Aleppo,1.0,1
3027,Aleppo evacuations suspended after rebels open fire on convoy: Syrian TV,1.0,1
3028,Over 50 injured taken to Turkey from besieged Aleppo: Red Crescent,1.0,1
3030,EU Isn't Refusing to Engage in Economic Cooperation With Russia - Berlin,0.0,1
3031,Aleppo evacuation halted - report,1.0,1
3032,'Everyone Was Celebrating' When Syrian Army Entered Aleppo,1.0,1
3033,Philippines says won’t protest China actions in Spratly Islands,0.0,1
3036,Great Mosque of Aleppo bears the marks of the ongoing destruction,1.0,1
3038,Shots fired as Aleppo evacuations 'halted' by pro-regime militias,1.0,1
3039,&#039;Liaoning&#039; - China&#039;s 1st aircraft carrier conducts maiden live-fire drills amid rising tensions with US,0.0,1
3040,"Syrian TV, rebels trade blame amid halted Aleppo evacuation",1.0,1
3041,Aleppo evacuation halted as both sides trade blame,1.0,1
3049,Swiss parliament errs on side of caution in EU immigration dispute,0.0,1
3051,EU presses Russia on Syria and Ukraine,0.0,1
3052,"Anti-Torture Committee Urges Italy, Spain to Improve Air Deportation Safeguards",0.0,1
3054,"S. Korea, Japan militaries directly exchange intelligence on N.K. for first time",0.0,1
3055,Aleppo evacuation suspended leaving thousands trapped,1.0,1
3056,Torture Devices and Ammo Discovered at Terrorists’ Bases in East Aleppo (+Video),1.0,1
3057,Reports: Evacuations from Aleppo halted,1.0,1
3059,Red Crescent Continues Evacuation From East Aleppo Despite Militants' Shelling,1.0,1
3062,Aleppo evacuation halted without explanation: WHO,1.0,1
3064,'China's weapons installation in West PH Sea violates pledge',0.0,1
3065,Aleppo evacuations suspended after explosions near convoy,1.0,1
3067,Terrorists Shell Evacuation Corridor in East Aleppo District,0.0,1
3072,Syria: Aleppo evacuation in limbo again as gunfire strikes convoys,1.0,1
3073,Syria: Aleppo evacuation in limbo again as gunfire strikes convoys,1.0,1
